NL;FOL;LLM_FOL;BLEU;LE
An artist creates artwork and exhibits them in galleries.;∀x∀y∀z (Artist(x) ∧ Artwork(y) ∧ Gallery(z) → (Creates(x, y) ∧ ExhibitsIn(x, y, z)));∀x (Artist(x) → ∃y (Artwork(y) ∧ Create(x, y) ∧ Exhibit(x, y, z) ∧ Gallery(z)));0.6129676949188674;0.625
Not every smartphone has a large screen, and some smartphones support fast charging or have a long battery life.;¬∀x (Smartphone(x) → LargeScreen(x)) ∧ ∃y (Smartphone(y) ∧ (FastCharging(y) ∨ LongBatteryLife(y)));"¬(∀x (Smartphone(x) → LargeScreen(x)))
∃x (Smartphone(x) ∧ (FastCharging(x) ∨ LongBatteryLife(x)))";0.5813335483752771;0.0
Deserts are characterized by extreme temperatures, little rainfall, and sparse vegetation, while rainforests have high rainfall and abundant biodiversity.;∀x ∀y (Desert(x) ∧ Rainforest(y) → (ExtremeTemperatures(x) ∧ LittleRainfall(x) ∧ SparseVegetation(x) ⊕ HighRainfall(y) ∧ AbundantBiodiversity(y)));∀x (Desert(x) → (ExtremeTemperature(x) ∧ LittleRainfall(x) ∧ SparseVegetation(x))) ∧ ∀y (Rainforest(y) → (HighRainfall(y) ∧ AbundantBiodiversity(y)));0.6926767432737928;0.5234375
Musicians who play wind instruments, such as flutes and saxophones, create sound by blowing air into the instrument.;∀x (Musician(x) ∧ PlaysWindInstrument(x) → CreatesSoundByBlowingAir(x));∀x (Musicians(x) ∧ WindInstrument(y) ∧ Flute(z) ∨ Saxophone(w) → BlowingAir(x, y, z, w));0.13181313433495553;0.84375
A vaccine provides immunity to a disease if it triggers an immune response and generates specific antibodies.;∀x∀y∀z (Vaccine(x) ∧ Disease(y) ∧ ImmuneResponse(z) ∧ Triggers(x, z) ∧ GeneratesAntibodies(x, y) → ProvidesImmunity(x, y));∀x (Vaccine(x) → (ImmuneResponse(x) ∧ SpecificAntibodies(x)));0.12134362729971271;0.640625
A bird can fly if it is not injured.;∀x (Bird(x) ∧ ¬Injured(x) → CanFly(x));∀x (Bird(x) → ¬Injured(x) → CanFly(x));0.8492326635760689;0.75
A person is considered a professional chef if they have culinary training and work in a commercial kitchen.;∀x (Person(x) ∧ CulinaryTraining(x) ∧ WorksInCommercialKitchen(x) → ProfessionalChef(x));professional_chef(X) :- culinary_training(X), work_in_commercial_kitchen(X).;0.0;0.0
A city is considered a metropolis if it has a large population and significant economic, cultural, and political influence.;∀x (City(x) ∧ LargePopulation(x) ∧ SignificantEconomicInfluence(x) ∧ SignificantCulturalInfluence(x) ∧ SignificantPoliticalInfluence(x) → Metropolis(x));Metropolis(X) ∧ Population(X, Large) ∧ EconomicInfluence(X, Significant) ∧ CulturalInfluence(X, Significant) ∧ PoliticalInfluence(X, Significant);0.0;0.046875
People who live in urban areas and use public transportation frequently are more likely to own a monthly pass.;∀x (Person(x) ∧ LivesInUrbanArea(x) ∧ UsesPublicTransportationFrequently(x) → LikelyOwnsMonthlyPass(x));∀x (Person(x) ∧ LiveInUrbanArea(x) ∧ UsePublicTransportationFrequently(x) → LikelyOwnMonthlyPass(x));0.6166025991004304;1.0
A country can have a monarchy or a republic system, but not both.;∀x (Country(x) → (Monarchy(x) ⊕ Republic(x)));monarchy(X) ∧ republic(X) → false;0.0;0.0
If a location is a desert, it has low rainfall and extreme temperatures.;∀x (Location(x) ∧ Desert(x) → (LowRainfall(x) ∧ ExtremeTemperatures(x)));∀x (Desert(x) → LowRainfall(x) ∧ ExtremeTemperatures(x));0.5380484868193101;0.5625
A park is considered accessible when it has paved paths, ramps for wheelchairs, and clear signage.;∀x (Park(x) ∧ PavedPaths(x) ∧ WheelchairRamps(x) ∧ ClearSignage(x) → Accessible(x));AccessiblePark(X) :- PavedPaths(X), WheelchairRamps(X), ClearSignage(X);0.0;0.0
An escalator moves people between floors.;∀x (Escalator(x) → MovesPeopleBetweenFloors(x));∀x (Escalator(x) → MovesPeople(x, BetweenFloors));0.5607900239988007;1.0
A thriving ecosystem contains diverse species, maintains a balanced food chain, and supports natural processes for nutrient cycling.;∀x (Ecosystem(x) ∧ ContainsDiverseSpecies(x) ∧ MaintainsBalancedFoodChain(x) ∧ SupportsNaturalProcessesForNutrientCycling(x) → Thriving(x));∀x (ThrivingEcosystem(x) → DiverseSpecies(x) ∧ BalancedFoodChain(x) ∧ NutrientCycling(x));0.3707099464392057;0.21875
A type of plant can be either a tree or a shrub.;∀x (PlantType(x) → Tree(x) ⊕ Shrub(x));∀x (Plant(x) → (Tree(x) ∨ Shrub(x)));0.4794425184430299;0.625
Substances can exist in different states of matter, such as solid, liquid, or gas, depending on their temperature and pressure conditions.;∀x ∀y (Substance(x) ∧ StatesOfMatter(y) → (Solid(x) ∨ Liquid(x) ∨ Gas(x) ∧ DependsOnTemperatureAndPressureConditions(x, y)));∀x (Substance(x) → (Exists(y, State(y, solid)) ∧ Exists(z, State(z, liquid)) ∧ Exists(w, State(w, gas)) ∧ (Condition(y, x, temperature, pressure) ∧ Condition(z, x, temperature, pressure) ∧ Condition(w, x, temperature, pressure))));0.10180993216583333;0.0
A fruit is either sweet or sour, but not tasteless.;∀x (Fruit(x) → (Sweet(x) ⊕ Sour(x)) ∧ ¬Tasteless(x));∀x (Fruit(x) → (Sweet(x) ∨ Sour(x)) ∧ ¬Tasteless(x));0.8942255541978509;0.9375
If a person is an astronaut, they must have completed extensive training and be employed by a space agency.;∀x (Astronaut(x) → (ExtensiveTraining(x) ∧ ∃y (SpaceAgency(y) ∧ EmployedBy(x, y))));∀x (Astronaut(x) → (ExtensiveTraining(x) ∧ EmployedBySpaceAgency(x)));0.4511429597644212;0.9375
If a country is democratic, it holds elections.;∀x (Democratic(x) → HoldsElections(x));democratic(X) ∧ country(X) → holdsElections(X);0.23397625978961173;0.875
A battery is either fully charged, partially charged, or depleted, but not more than one of these states at the same time.;∀x (Battery(x) → (FullyCharged(x) ⊕ PartiallyCharged(x) ⊕ Depleted(x)));(∀x : Battery) (¬(fully_charged(x) ∧ partially_charged(x) ∧ depleted(x))) ∧ (¬(fully_charged(x) ∨ partially_charged(x) ∨ depleted(x)) → (next_state(x, fully_charged) ∨ next_state(x, partially_charged) ∨ next_state(x, depleted)));0.13784130977042625;0.0
A meal is satisfying when it has vegetables and protein.;∀x (Meal(x) ∧ Vegetables(x) ∧ Protein(x) → Satisfying(x));satisfying(X) ∧ meal(X) → has_vegetables(X) ∧ has_protein(X);0.0;0.5
If a person is a writer, they create written works.;∀x (Person(x) ∧ Writer(x) → CreateWrittenWorks(x));∀x (Writer(x) → CreatedWrittenWorks(x));0.39491934230793213;0.875
A painting is valuable if it is created by a famous artist, preserved in good condition, and has a unique style.;∀x∀y (Painting(x) ∧ FamousArtist(y) ∧ CreatedBy(x, y) ∧ GoodCondition(x) ∧ UniqueStyle(x) → Valuable(x));valuable(X) :- created_by_famous_artist(X), preserved_in_good_condition(X), unique_style(X).;0.0;0.0
High-quality headphones offer better sound reproduction.;∀x (HighQualityHeadphones(x) → OffersBetterSoundReproduction(x));∀x (HighQuality(x) ∧ Headphones(x) → BetterSoundReproduction(x));0.3308548466798256;0.875
A lake is a body of water surrounded by land and can be a natural or artificial formation.;∀x (Lake(x) ↔ (BodyOfWater(x) ∧ SurroundedByLand(x) ∧ (NaturalFormation(x) ∨ ArtificialFormation(x))));∀x (Lake(x) → BodyOfWater(x) ∧ SurroundedByLand(x) ∧ NaturalOrArtificial(x));0.5086274624225622;0.5625
A heart pumps blood, lungs exchange gases, and kidneys filter waste.;∀x ∀y ∀z (Heart(x) ∧ Lungs(y) ∧ Kidneys(z) → (PumpsBlood(x) ∧ ExchangesGases(y) ∧ FiltersWaste(z)));∀x (Heart(x) → PumpsBlood(x)) ∧ ∀y (Lungs(y) → ExchangeGases(y)) ∧ ∀z (Kidneys(z) → FilterWaste(z));0.43766705234931597;0.53125
A fabric is synthetic when it isn't made from natural fibers and is man-made.;∀x (Fabric(x) ∧ ¬NaturalFibers(x) ∧ ManMade(x) → Synthetic(x));Fabric(x) ∧ ¬NaturalFibers(y) ∧ ManMade(z) → Synthetic(x);0.5793776364661094;1.0
A celestial body that orbits a star and reflects light is a planet or a moon.;∀x (CelestialBody(x) ∧ OrbitsStar(x) ∧ ReflectsLight(x) → Planet(x) ∨ Moon(x));∀x (CelestialBody(x) ∧ Orbits(x, Star) ∧ ReflectsLight(x) → (Planet(x) ∨ Moon(x)));0.6838857661234987;1.0
A house is composed of rooms, such as bedrooms, bathrooms, and a kitchen.;∀x (House(x) → (HasBedrooms(x) ∧ HasBathrooms(x) ∧ HasKitchen(x)));∀x (House(x) → ∃y (Room(y) ∧ PartOf(y, x))) ∧ ∃z (Bedroom(z) ∧ ∃w (Bathroom(w) ∧ ∃x (Kitchen(x) ∧ PartOf(z, w) ∧ PartOf(z, x) ∧ PartOf(w, x))));0.17910869611036925;0.447265625
A triangle has three sides and three angles that sum up to 180 degrees.;∀x (Triangle(x) → (HasThreeSides(x) ∧ HasThreeAngles(x) ∧ SumAngles(x, 180)));∀x (Triangle(x) → (∃y (Side(y, x) ∧ Side(z, x) ∧ Side(w, x)) ∧ ∑y(y, x) + ∑z(z, x) + ∑w(w, x) = 180));0.21461004536419437;0.0
A person is considered a pharmacist if they dispense medications prescribed by healthcare professionals and provide information about those medications.;∀x (Person(x) ∧ DispensesMedications(x) ∧ ProvidesMedicationInformation(x) → Pharmacist(x));∀x (Pharmacist(x) ↔ DispensesMedications(x) ∧ ProvidesInformation(x));0.40737303500287686;0.3125
Trees absorb carbon dioxide during photosynthesis and release oxygen, contributing to cleaner air.;∀x ∀y ∀z (Tree(x) ∧ CarbonDioxide(y) ∧ Oxygen(z) ∧ AbsorbsDuringPhotosynthesis(x, y) ∧ Releases(x, z) → ContributesToCleanerAir(x));∀x (Tree(x) → (Photosynthesis(x) ∧ CarbonDioxideAbsorption(x) ∧ OxygenRelease(x) ∧ AirCleanlinessContribution(x)));0.2329797899906762;0.546875
A password is considered secure if it contains a mix of uppercase and lowercase letters, numbers, and special characters.;∀x (Password(x) ∧ Uppercase(x) ∧ Lowercase(x) ∧ Numbers(x) ∧ SpecialCharacters(x) → Secure(x));secure(X) :- contains_uppercase(X), contains_lowercase(X), contains_numbers(X), contains_special_characters(X);0.0;0.0
A phone connects calls.;∀x (Phone(x) → ConnectsCalls(x));∀x (Phone(x) → ConnectsCalls(x));1.0;1.0
A polygon with six sides is called a hexagon, while a polygon with eight sides is called an octagon.;∀x (Polygon(x) ∧ HasSixSides(x) → Hexagon(x)) ∧ (Polygon(x) ∧ HasEightSides(x) → Octagon(x));"hexagon(X) ⊨ ∃sides(X, 6)
octagon(X) ⊨ ∃sides(X, 8)";0.0;0.0
A structure that is built for habitation, provides shelter, and is composed of multiple rooms is a house or an apartment.;∀x (Structure(x) ∧ BuiltForHabitation(x) ∧ ProvidesShelter(x) ∧ ComposedOfMultipleRooms(x) → (House(x) ∨ Apartment(x)));∀x (x isHouseOrApartment → (x isBuiltForHabitation ∧ x providesShelter ∧ x isComposedOfMultipleRooms));0.0;0.0
A nurse assists in patient care, a lawyer provides legal services, and a teacher educates students.;∀x ∀y ∀z (Nurse(x) ∧ Lawyer(y) ∧ Teacher(z) → (AssistsPatientCare(x) ∧ ProvidesLegalServices(y) ∧ EducatesStudents(z)));"∀x (Nurse(x) → AssistsInPatientCare(x))
∀x (Lawyer(x) → ProvidesLegalServices(x))
∀x (Teacher(x) → EducatesStudents(x))";0.19964383622111634;0.0
A process that involves the combination of simpler substances to form more complex substances, requires energy input, and results in the growth and repair of tissues is called anabolism.;∀x (Process(x) ∧ CombinesSimplerSubstances(x) ∧ RequiresEnergyInput(x) ∧ ResultsInGrowthAndRepair(x) → Anabolism(x));∀x (Anabolism(x) ↔ (Combination(x, SimplerSubstances) ∧ RequiresEnergyInput(x) ∧ ResultsInGrowthAndRepair(x)));0.5679668076313331;0.53125
If a person is a coach, they train and guide athletes in a specific sport.;∀x (Coach(x) → (TrainsAthletesInSport(x) ∧ GuidesAthletesInSport(x)));coach(X) ∧ athlete(Y) ∧ sport(Z) → train(X, Y, Z) ∧ guide(X, Y, Z);0.0;0.65625
A microwave heats food quickly, while an oven takes longer to heat food but can also be used for baking.;∀x ∀y (Microwave(x) ∧ Oven(y) → (HeatsFoodQuickly(x) ∧ (HeatsFoodSlowly(y) ∧ CanBake(y))));∀x (microwave(x) → heatsQuickly(x)) ∧ ∀y (oven(y) → (takesLonger(y) ∧ canBeUsedForBaking(y)));0.5133229082153055;0.6875
Volcanoes can be dormant, active, or extinct, and their eruptions can cause significant geological and environmental changes.;∀x (Volcano(x) → ((Dormant(x) ⊕ Active(x) ⊕ Extinct(x)) ∧ EruptionsCauseChanges(x)));"∀x (Volcano(x) → (Dormant(x) ∨ Active(x) ∨ Extinct(x)))
∀x (Active(x) → Eruption(x))
∀x (Eruption(x) → GeologicalChange(x) ∧ EnvironmentalChange(x))";0.3686813658729675;0.0
A square has four equal sides, while a rectangle has four sides with opposite sides equal.;∀x∀y (Square(x) ∧ Rectangle(y) → (HasEqualSides(x, 4) ⊕ (HasFourSides(y) ∧ OppositeSidesEqual(y))));∀x (Square(x) → ∀y (Side(x, y) → Equal(y, Side(x, z)))) ∧ ∀x (Rectangle(x) → ∀y (Side(x, y) → Equal(y, Side(x, z)))) ∧ ∀x (Square(x) → Equal(Side(x, a), Side(x, b))) ∧ ∀x (Rectangle(x) → Equal(Side(x, a), Side(x, b))) ∧ ¬∀x (Square(x) → Rectangle(x)) ∧ ¬∀x (Rectangle(x) → Square(x));0.07696832115392241;0.0
Tall buildings cast long shadows.;∀x (TallBuilding(x) → CastsLongShadow(x));∀x (Tall(x) → LongShadow(x));0.4758733096412523;1.0
Some rocks are igneous, others are sedimentary, and yet others are metamorphic.;∃x∃y∃z (Rock(x) ∧ Igneous(x) ∧ Rock(y) ∧ Sedimentary(y) ∧ Rock(z) ∧ Metamorphic(z));∃x (Rocks(x) ∧ Igneous(x)) ∧ ∃y (Rocks(y) ∧ Sedimentary(y)) ∧ ∃z (Rocks(z) ∧ Metamorphic(z));0.5950092519733936;1.0
Candles produce light when burning.;∀x (Candle(x) ∧ Burning(x) → ProduceLight(x));∀x (Candle(x) → Burning(x) → ProducesLight(x));0.667278568794606;0.75
An employee works for a company, and they can receive a salary or an hourly wage.;∀x∀y (Employee(x) ∧ Company(y) → (WorksFor(x, y) ∧ (ReceivesSalary(x) ∨ ReceivesHourlyWage(x))));∀x (Employee(x) → (Salary(x) ∨ HourlyWage(x)));0.2510969412366558;0.84375
A software tool that can detect and remove malware, monitor system performance, and provide real-time protection is classified as an antivirus program.;∀x (SoftwareTool(x) ∧ DetectsMalware(x) ∧ RemovesMalware(x) ∧ MonitorsSystemPerformance(x) ∧ ProvidesRealTimeProtection(x) → AntivirusProgram(x));∀x (x is_antivirus_program ↔ (x can_detect_malware ∧ x can_remove_malware ∧ x can_monitor_performance ∧ x provides_real_time_protection));0.0;0.0
A person who consumes excessive amounts of sugar is at a higher risk of developing type 2 diabetes.;∀x (ExcessiveSugarConsumption(x) → HigherRiskOfType2Diabetes(x));∀x (Person(x) ∧ ExcessiveSugarConsumption(x) → HigherRiskOfType2Diabetes(x));0.5918150152544451;0.875
A lake is classified as freshwater if its salinity is less than 0.5%.;∀x (Lake(x) ∧ Salinity(x, <0.5%) → Freshwater(x));freshwater(X) ∧ salinity(X, Y) → Y < 0.5% → lake(X);0.18759202316167214;0.0
If a person practices mindfulness and meditation, they are more likely to experience reduced stress and increased mental clarity.;∀x (PracticesMindfulnessAndMeditation(x) → (ReducedStress(x) ∧ IncreasedMentalClarity(x)));∀x (Person(x) ∧ PracticeMindfulness(x) ∧ PracticeMeditation(x) → Likely(ExperienceReducedStress(x) ∧ ExperienceIncreasedMentalClarity(x)));0.3049195653203246;0.0
Trees grow in soil, require sunlight and water, and are not found in the ocean.;∀x∀y∀z (Tree(x) ↔ (GrowsIn(x, soil) ∧ Sunlight(y) ∧ Water(z) ∧ Requires(x, y) ∧ Requires(x, z) ∧ ¬FoundIn(x, ocean)));grow(T, S) ∧ require(T, S, W) ∧ not(found(T, O));0.0;0.0
A turtle has a protective shell and retractable limbs.;∀x (Turtle(x) → (HasProtectiveShell(x) ∧ HasRetractableLimbs(x)));∀x (Turtle(x) → (HasShell(x) ∧ RetractableLimbs(x)));0.7076534431960262;1.0
Caves and sinkholes form in limestone bedrock through the process of dissolution, as rainwater and groundwater, which contain dissolved carbon dioxide, react with the calcium carbonate in the rock.;∀x ∀y (Cave(x) ∨ Sinkhole(x) ∧ LimestoneBedrock(y) → FormsThroughDissolution(x, y, Rainwater, Groundwater, DissolvedCarbonDioxide, CalciumCarbonate));∀x (Cave(x) ∧ Sinkhole(x) → LimestoneBedrock(x) ∧ Dissolution(x) ∧ Rainwater(x) ∧ Groundwater(x) ∧ CarbonDioxide(x) ∧ CalciumCarbonate(x) ∧ Reaction(x));0.19798999620430344;0.201171875
An airline operates flights to domestic and international destinations, providing various types of seating options, like economy, business, or first-class.;∀x∀y (Airline(x) ∧ (Domestic(y) ∨ International(y)) → OperatesFlightsAndProvidesSeatingOptions(x, y));∀x (Airline(x) → Flights(x, Domestic) ∧ Flights(x, International) ∧ Seating(x, Economy) ∧ Seating(x, Business) ∧ Seating(x, First-Class));0.15613050644562967;0.234375
A submarine can dive below the surface of the water and navigate underwater using a system of ballast tanks and propulsion.;∀x∀y∀z (Submarine(x) → (CanDiveBelowSurface(x, y) ∧ Water(y) ∧ NavigatesUnderwater(x, z) ∧ (SystemOfBallastTanks(z) ∧ Propulsion(z))));dive(X) ∧ navigateUnderwater(X) ∧ useBallastTanks(X) ∧ usePropulsion(X) ∧ submarine(Y) → submarine(Y) dive(Y) ∧ submarine(Y) navigateUnderwater(Y) ∧ submarine(Y) useBallastTanks(Y) ∧ submarine(Y) usePropulsion(Y);0.0;0.0
A dessert is delicious if it has a balanced sweetness, a pleasing texture, and is not too heavy.;∀x (Dessert(x) ∧ BalancedSweetness(x) ∧ PleasingTexture(x) ∧ ¬TooHeavy(x) → Delicious(x));delicious(X) :- balancedSweetness(X), pleasingTexture(X), not tooHeavy(X).;0.0;0.0
A national park comprises diverse ecosystems, including forests, grasslands, and wetlands, and provides opportunities for outdoor activities like hiking, camping, or wildlife watching.;∀x (NationalPark(x) → ((ForestEcosystem(x) ∧ GrasslandEcosystem(x) ∧ WetlandEcosystem(x)) ∧ (HikingOpportunity(x) ∧ CampingOpportunity(x) ∧ WildlifeWatchingOpportunity(x))));∀x (NationalPark(x) → Ecosystems(x, Forests) ∧ Ecosystems(x, Grasslands) ∧ Ecosystems(x, Wetlands) ∧ OutdoorActivities(x, Hiking) ∧ OutdoorActivities(x, Camping) ∧ OutdoorActivities(x, WildlifeWatching));0.2396789611143685;0.515625
Cats groom themselves regularly, while dogs rely on their owners for grooming.;∀x∀y (Cat(x) ∧ Dog(y) → (GroomsSelf(x) ∧ ReliesOnOwnerForGrooming(y)));"groom(X) ∧ cat(X) → regular(groom(X))
groom(Y) ∧ dog(Y) → owner(Y, groom(Y))";0.11777452883769614;0.0
A computer network connects multiple devices if it enables data transmission and communication between the devices.;∀x ∀y ∀z (ComputerNetwork(x) ∧ Device(y) ∧ Device(z) ∧ EnablesDataTransmission(x, y, z) ∧ Communication(x, y, z) → Connects(x, y, z));∀x (ComputerNetwork(x) → (DataTransmission(x) ∧ Communication(x)));0.12005975929209148;0.640625
A beverage that is carbonated or caffeinated can be considered refreshing.;∀x (Beverage(x) ∧ (Carbonated(x) ∨ Caffeinated(x)) → Refreshing(x));carbonated(X) ∨ caffeinated(X) → refreshing(X);0.18239060738880866;0.8125
A scientist who studies plants or animals is a biologist.;∀x (Scientist(x) ∧ (StudiesPlants(x) ∨ StudiesAnimals(x)) → Biologist(x));∀x ( (Studies(x, plants) ∧ Studies(x, animals)) → Biologist(x));0.3980059660586334;0.9375
A person is considered a minimalist if they prefer to live with fewer material possessions.;∀x (PrefersLivingWithFewerMaterialPossessions(x) → Minimalist(x));minimalist(x) ∧ prefer(x, fewer material possessions) → person(x);0.25947507140745757;0.875
A comfortable living environment requires clean air, moderate temperatures, and appropriate noise levels.;∀x (LivingEnvironment(x) ∧ CleanAir(x) ∧ ModerateTemperature(x) ∧ AppropriateNoiseLevel(x) → Comfortable(x));comfortableLivingEnvironment(X) ∧ cleanAir(X) ∧ moderateTemperature(X) ∧ appropriateNoiseLevel(X);0.2460614456549889;0.09375
A planet is habitable if it has liquid water and a suitable atmosphere for life.;∀x ∀y ∀z (Planet(x) ∧ LiquidWater(y) ∧ SuitableAtmosphere(z) ∧ Has(x, y) ∧ Has(x, z) → Habitable(x));habitable(X) :- liquid_water(X), suitable_atmosphere_for_life(X).;0.0;0.0
An engine that converts chemical energy into mechanical work, powers vehicles, and is fueled by internal combustion is called an internal combustion engine.;∀x (Engine(x) ∧ ConvertsChemicalEnergy(x) ∧ PowersVehicles(x) ∧ FueledByInternalCombustion(x) → InternalCombustionEngine(x));∀x (InternalCombustionEngine(x) → (EnergyConversion(x, ChemicalEnergy, MechanicalWork) ∧ Powers(x, Vehicles) ∧ FueledBy(x, InternalCombustion)));0.21534597645653109;0.59375
A person is a vegetarian if they do not eat meat.;∀x (Person(x) ∧ ¬EatsMeat(x) → Vegetarian(x));Person(x) ∧ ¬EatsMeat(x) → Vegetarian(x);0.7659283383646487;1.0
A bakery sells bread and pastries, while a butcher shop sells meat and poultry.;∀x ∀y (Bakery(x) ∧ ButcherShop(y) → (SellsBread(x) ∧ SellsPastries(x) ∧ SellsMeat(y) ∧ SellsPoultry(y)));∀x (Bakery(x) → (Bread(x) ∧ Pastries(x))) ∧ ∀y (ButcherShop(y) → (Meat(y) ∧ Poultry(y)));0.4665950281875555;0.625
A type of fuel that is derived from renewable resources, emits fewer greenhouse gases, and is used to power vehicles is a biofuel.;∀x (Fuel(x) ∧ DerivedFromRenewableResources(x) ∧ EmitsFewerGreenhouseGases(x) ∧ UsedToPowerVehicles(x) → Biofuel(x));∀x (Biofuel(x) → RenewableResource(x) ∧ FewerGreenhouseGases(x) ∧ UsedToPowerVehicles(x));0.5357371015902906;0.21875
A solid substance that conducts electricity well and is malleable and ductile is a metal.;∀x ((SolidSubstance(x) ∧ ConductsElectricityWell(x) ∧ Malleable(x) ∧ Ductile(x)) → Metal(x));∀x (Solid(x) ∧ ConductsElectricityWell(x) ∧ Malleable(x) ∧ Ductile(x) → Metal(x));0.8104760601772739;1.0
An artwork is considered thought-provoking if it incorporates symbolic elements or evokes emotions, but not if it's made for commercial purposes.;∀x (Artwork(x) ∧ (SymbolicElements(x) ∨ EvokesEmotions(x)) ∧ ¬CommercialPurposes(x) → ThoughtProvoking(x));thought_provoking(X) ∧ artwork(X) → (∃Y (symbolic_elements(Y) ∧ incorporates(X, Y)) ∨ evokes_emotions(X)) ∧ ¬commercial_purpose(X);0.11593071867191719;0.546875
A doctor x prescribes a medication y to a patient z if y is appropriate for z's condition and x is licensed.;∀x ∀y ∀z (Doctor(x) ∧ Medication(y) ∧ Patient(z) ∧ AppropriateForCondition(y, z) ∧ Licensed(x) → Prescribes(x, y, z));∀x∃y (Doctor(x) ∧ Appropriate(y, z's condition) ∧ Licensed(x) → Prescribes(x, y, z));0.48452492756457227;0.953125
A laptop and a desktop computer can perform similar tasks, but they have different levels of portability and customization.;∀x∀y (Laptop(x) ∧ DesktopComputer(y) → (PerformsSimilarTasks(x, y) ∧ DifferentPortabilityAndCustomization(x, y)));"∀x (Laptop(x) → Portability(x, high)) ∧ ∀y (Desktop(y) → Portability(y, low))
∀x (Laptop(x) → Customization(x, high)) ∧ ∀y (Desktop(y) → Customization(y, low))
∀x (Laptop(x) → SimilarTasks(x, y)) ∧ ∀y (Desktop(y) → SimilarTasks(x, y))";0.17388609056107096;0.0
Fermentation is a metabolic process used by microorganisms, such as yeast and bacteria, to convert sugars into other products, like alcohol or lactic acid.;∀x (Fermentation(x) → (MetabolicProcess(x) ∧ UsedByMicroorganisms(x) ∧ ConvertSugarsIntoOtherProducts(x)));∀x (Fermentation(x) → MetabolicProcess(x) ∧ UsedBy(x, Microorganisms) ∧ Converts(x, Sugars, OtherProducts) ∧ OtherProducts(x, Alcohol, LacticAcid));0.3328135078978843;0.53125
A hammer nails, a saw cuts wood, and a wrench tightens bolts.;∀x (Hammer(x) → Nails(x)) ∧ (Saw(x) → CutsWood(x)) ∧ (Wrench(x) → TightensBolts(x));∀x (Hammer(x) → Nails(x)) ∧ ∀y (Saw(y) → CutsWood(y)) ∧ ∀z (Wrench(z) → TightensBolts(z));0.5434042707877388;1.0
A substance is considered a solid if it has a definite shape and volume.;∀x (Substance(x) ∧ DefiniteShape(x) ∧ DefiniteVolume(x) → Solid(x));∀x (Solid(x) ↔ DefiniteShape(x) ∧ DefiniteVolume(x));0.5535341048255852;0.3125
A location is considered a wetland if it is covered by shallow water, supports aquatic plants, and provides habitat for diverse wildlife.;∀x (Location(x) ∧ ShallowWater(x) ∧ SupportsAquaticPlants(x) ∧ DiverseWildlifeHabitat(x) → Wetland(x));wetland(X) ∧ shallow_water(X) ∧ aquatic_plants(X) ∧ diverse_wildlife(X) → location(X);0.0;1.0
If an animal is a reptile, it has scales and lays eggs.;∀x (Animal(x) ∧ Reptile(x) → (HasScales(x) ∧ LaysEggs(x)));Reptile(x) ∧ Scales(x) ∧ LaysEggs(x);0.3566780948874105;0.3125
No car can be both a convertible and a sedan.;¬∃x (Car(x) ∧ Convertible(x) ∧ Sedan(x));¬(Car(x) ∧ Convertible(x) ∧ Sedan(x));0.8440387272951494;1.0
Fruits with a higher vitamin C content are better at preventing scurvy than those with lower amounts.;∀x ∀y (Fruit(x) ∧ Fruit(y) ∧ HigherVitaminCContent(x, y) → BetterPreventScurvy(x, y));∀x (Fruit(x) → (HighVitaminC(x) → BetterPreventScurvy(x) > LowVitaminC(x)));0.30140923109639134;0.0
A computer x is vulnerable to a cyber attack y if it lacks security measures z that protect against the attack.;∀x ∀y ∀z (Computer(x) ∧ CyberAttack(y) ∧ SecurityMeasures(z) ∧ LacksProtection(x, z, y) → VulnerableToAttack(x, y));∀x y z : (Computer(x) ∧ CyberAttack(y) ∧ LacksSecurityMeasures(x, z) → VulnerableToCyberAttack(x, y));0.4807195308113788;0.0
A book that is both a mystery novel and a thriller is considered a hybrid genre.;∀x (Book(x) ∧ MysteryNovel(x) ∧ Thriller(x) → HybridGenre(x));hybrid(X) :- mystery(X) ∧ thriller(X).;0.11116284924093284;0.0
A natural phenomenon is a volcanic eruption if it involves the release of molten rock, ash, and gas from a volcano.;∀x (NaturalPhenomenon(x) ∧ ReleaseMoltenRock(x) ∧ ReleaseAsh(x) ∧ ReleaseGas(x) → VolcanicEruption(x));∀x (NaturalPhenomenon(x) ∧ ReleaseMoltenRock(x) ∧ ReleaseAsh(x) ∧ ReleaseGas(x) ∧ FromVolcano(x) → VolcanicEruption(x));0.8410504961424992;0.984375
A game can be single-player or multiplayer but not both relaxing and challenging.;∀x (Game(x) → ((SinglePlayer(x) ⊕ Multiplayer(x)) ∧ ¬(Relaxing(x) ∧ Challenging(x))));game(X) ∧ single_player(X) ∨ multiplayer(X) ∧ ¬(relaxing(X) ∧ challenging(X));0.24563341423236484;0.65625
A type of footwear that is designed for athletic activities, provides cushioning and support, and has a rubber sole is a sports shoe.;∀x∀y (Footwear(x) ∧ DesignedForAthleticActivities(x) ∧ ProvidesCushioningAndSupport(x) ∧ RubberSole(y) ∧ Has(x, y) → SportsShoe(x));∀x (AthleticFootwear(x) ∧ Cushioning(x) ∧ Support(x) ∧ RubberSole(x) → SportsShoe(x));0.4205004112834123;0.984375
Lakes are surrounded by land.;∀x (Lake(x) → SurroundedByLand(x));∀x (Lake(x) → Surround(x, Land));0.5607900239988007;1.0
